,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
1990,Dashboards com Power BI,livros,36.9,2.495918515,29/10/2020,Bruno Rodrigues,RJ,1,boleto,1,-22.25,-42.66
1991,Impressora,eletronicos,428.8,20.4167490629,04/01/2020,Rafael Costa,RS,5,cartao_credito,8,-30.17,-53.5
1992,Pandeiro,instrumentos musicais,45.42,2.9495828834,19/04/2021,Isabella Pereira,GO,3,cartao_credito,4,-15.98,-49.86
1993,Fone de ouvido,eletronicos,171.6,6.7216228243,06/07/2020,Bianca Santos,RN,5,cartao_debito,1,-5.81,-36.59
1994,Mesa de jantar,moveis,219.65,13.3484960564,29/06/2022,Mariana Ferreira,RJ,5,cartao_credito,3,-22.25,-42.66
1995,Cama box,moveis,860.62,46.3565304327,25/12/2022,Camila Ribeiro,MG,1,cartao_credito,10,-18.1,-44.38
1996,Ciência de dados com python,livros,73.49,1.4975604788,10/07/2022,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
1997,Micro-ondas,eletrodomesticos,428.64,20.4082295442,11/03/2020,Juliana Costa,PR,4,cartao_credito,1,-24.89,-51.55
1998,Guarda roupas,moveis,696.92,41.5889320951,11/07/2021,Camila Ribeiro,RJ,4,cupom,1,-22.25,-42.66
1999,Violão,instrumentos musicais,343.45,15.8721183301,28/06/2021,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
2000,Iniciando em programação,livros,61.73,0.0,01/02/2021,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
2001,Impressora,eletronicos,347.16,16.069664669,20/11/2021,Juliana Costa,PA,5,cartao_credito,10,-3.79,-52.48
2002,Panela de pressão,utilidades domesticas,119.85,6.6647778515,05/11/2020,Mariana Ferreira,CE,4,cartao_credito,3,-5.2,-39.53
2003,Ciência de dados com python,livros,81.89,4.891500667,16/03/2020,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
2004,Lava louças,eletrodomesticos,1777.73,92.2432134369,21/03/2021,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
2005,Bola de vôlei,esporte e lazer,72.24,4.377667198,03/11/2022,Bruno Rodrigues,PR,5,cartao_credito,10,-24.89,-51.55
2006,Kit banquetas,moveis,368.1,17.184656673,09/01/2023,Thiago Silva,RJ,1,cupom,1,-22.25,-42.66
2007,Smart TV,eletronicos,2139.37,114.8034315864,13/03/2023,Pedro Gomes,RJ,5,cartao_credito,3,-22.25,-42.66
2008,TV Led UHD 4K,eletronicos,2548.17,133.2668256423,16/07/2022,João Souza,PE,5,cartao_credito,10,-8.38,-37.86
2009,Faqueiro,utilidades domesticas,52.32,3.3169871254,11/07/2020,Bianca Santos,SP,5,cartao_credito,8,-22.19,-48.79
2010,Lavadora de roupas,eletrodomesticos,1669.63,86.4872136453,03/10/2022,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
2011,Tablet ABXY,eletronicos,2125.74,122.7702034501,04/06/2020,Juliana Costa,RS,5,cartao_credito,2,-30.17,-53.5
2012,Fogão,eletrodomesticos,748.89,37.4605786029,05/03/2022,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
2013,Guarda roupas,moveis,697.39,37.4226962815,30/04/2022,Felipe Santos,MG,4,boleto,1,-18.1,-44.38
2014,Poltrona,moveis,371.11,20.6489062263,05/02/2023,Felipe Santos,SP,3,boleto,1,-22.19,-48.79
2015,Modelagem preditiva,livros,74.5,1.5513399403,13/10/2022,Larissa Alves,SE,3,cartao_credito,4,-10.57,-37.45
2016,Bola de basquete,esporte e lazer,73.85,8.4123290412,16/03/2022,Isabella Pereira,SC,1,boleto,1,-27.45,-50.95
2017,Celular Plus X42,eletronicos,2528.67,132.2285093062,18/09/2020,Thiago Silva,RS,3,cartao_credito,6,-30.17,-53.5
2018,Cômoda,moveis,448.5,24.4123802561,23/08/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
2019,Guitarra,instrumentos musicais,923.97,49.8856349758,30/01/2023,Rafael Costa,SP,1,boleto,1,-22.19,-48.79
2020,TV Led UHD 4K,eletronicos,2167.03,112.9722672653,04/10/2021,Bruno Rodrigues,SP,3,cartao_credito,5,-22.19,-48.79
2021,Smartwatch,eletronicos,231.67,9.9201696095,18/04/2022,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
2022,Micro-ondas,eletrodomesticos,528.29,29.7826475427,07/08/2021,Isabella Pereira,MT,3,boleto,1,-12.64,-55.42
2023,Copo térmico,esporte e lazer,56.49,3.5390270804,08/12/2022,Camila Ribeiro,MS,5,cartao_credito,2,-20.51,-54.54
2024,Lavadora de roupas,eletrodomesticos,1908.18,99.1892834906,13/03/2023,Thiago Silva,RS,5,cartao_credito,1,-30.17,-53.5
2025,Bola de basquete,esporte e lazer,87.91,4.96406894,28/12/2020,Camila Ribeiro,BA,3,cartao_credito,4,-13.29,-41.71
2026,Ciência de dados com python,livros,62.19,0.0,10/04/2020,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
2027,Poltrona,moveis,288.43,12.9424688525,21/05/2020,Lucas Oliveira,SP,2,cartao_credito,5,-22.19,-48.79
2028,Bola de basquete,esporte e lazer,44.26,0.0,13/03/2023,Isabella Pereira,SP,3,cartao_credito,2,-22.19,-48.79
2029,Bicicleta,esporte e lazer,969.21,52.1386212502,06/08/2022,Bianca Santos,MG,5,cartao_credito,1,-18.1,-44.38
2030,Kit banquetas,moveis,328.4,23.7282474269,23/05/2021,Camila Ribeiro,SP,5,cartao_credito,5,-22.19,-48.79
2031,Guarda roupas,moveis,607.01,32.6045822776,22/09/2021,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
2032,Dinossauro Rex,brinquedos,23.29,0.0,08/11/2022,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
2033,Cubo mágico 8x8,brinquedos,28.89,2.4781534194,05/05/2022,Felipe Santos,PR,5,cartao_credito,7,-24.89,-51.55
2034,Lavadora de roupas,eletrodomesticos,1851.54,98.8720607289,21/01/2023,Bianca Santos,SP,3,cartao_credito,10,-22.19,-48.79
2035,Geladeira,eletrodomesticos,2444.28,131.038971794,30/07/2020,Pedro Gomes,RS,2,cartao_credito,2,-30.17,-53.5
2036,Mesa de centro,moveis,222.18,9.4148556593,01/12/2022,Bianca Santos,ES,5,cartao_credito,4,-19.19,-40.34
2037,Tablet ABXY,eletronicos,1928.19,103.5587319011,18/01/2020,Beatriz Moraes,SE,2,cartao_credito,3,-10.57,-37.45
2038,Copo térmico,esporte e lazer,64.23,3.7088310824,03/07/2020,Mariana Ferreira,MG,1,cartao_credito,1,-18.1,-44.38
2039,Cama box,moveis,819.22,43.9041263642,01/02/2021,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
2040,Lava louças,eletrodomesticos,2065.17,107.5485287013,18/03/2020,Beatriz Moraes,PR,5,cartao_credito,2,-24.89,-51.55
2041,Guitarra,instrumentos musicais,1054.22,53.718482547,14/07/2020,Felipe Santos,RJ,5,cartao_credito,3,-22.25,-42.66
2042,Smart TV,eletronicos,1975.66,105.7290559423,24/11/2022,Thiago Silva,SP,1,cartao_credito,5,-22.19,-48.79
2043,Impressora,eletronicos,372.24,20.1037860605,06/02/2021,Felipe Santos,SE,4,cartao_credito,10,-10.57,-37.45
2044,Bicicleta,esporte e lazer,979.67,59.9664898748,15/01/2020,Thiago Silva,MT,5,boleto,1,-12.64,-55.42
2045,Panela de pressão,utilidades domesticas,120.72,6.9590813506,30/09/2021,Larissa Alves,SP,2,cartao_credito,2,-22.19,-48.79
2046,Kit banquetas,moveis,330.17,19.2333535676,09/12/2020,Larissa Alves,RS,5,cartao_credito,5,-30.17,-53.5
2047,Cômoda,moveis,353.35,16.3992635469,05/04/2021,Beatriz Moraes,MG,4,cupom,1,-18.1,-44.38
2048,Blocos de montar,brinquedos,36.18,0.0,16/03/2021,Mariana Ferreira,RJ,1,cartao_credito,2,-22.25,-42.66
2049,Kit banquetas,moveis,340.0,15.6884162091,26/05/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
2050,Celular ABXY,eletronicos,1268.08,65.1058841698,25/08/2021,Bruno Rodrigues,RS,4,cartao_credito,2,-30.17,-53.5
2051,TV Led UHD 4K,eletronicos,3676.86,196.0648594295,24/03/2023,Isabella Pereira,MG,5,cartao_credito,1,-18.1,-44.38
2052,Pandeiro,instrumentos musicais,105.99,10.1236873511,04/01/2020,Thiago Silva,BA,1,boleto,1,-13.29,-41.71
2053,Micro-ondas,eletrodomesticos,522.82,28.3696966715,05/08/2022,Felipe Santos,PR,4,boleto,1,-24.89,-51.55
2054,Bateria,instrumentos musicais,977.55,52.94001181,19/07/2020,Lucas Oliveira,RJ,3,cartao_credito,4,-22.25,-42.66
2055,Guitarra,instrumentos musicais,837.81,45.2978741799,25/02/2021,Bianca Santos,DF,4,cartao_credito,3,-15.83,-47.86
2056,Mochila,esporte e lazer,129.33,7.8262812553,25/03/2020,Larissa Alves,MG,1,cartao_credito,3,-18.1,-44.38
2057,Mochila,esporte e lazer,132.06,7.9716455424,27/12/2022,Isabella Pereira,GO,4,boleto,1,-15.98,-49.86
2058,Micro-ondas,eletrodomesticos,725.58,36.2193912288,21/12/2022,Lucas Oliveira,SP,3,cartao_credito,3,-22.19,-48.79
2059,Poltrona,moveis,341.92,15.790650433,13/04/2021,Bruno Rodrigues,ES,5,cartao_credito,10,-19.19,-40.34
2060,Carrinho controle remoto,brinquedos,117.58,6.5439071806,27/07/2020,Lucas Oliveira,MG,5,boleto,1,-18.1,-44.38
2061,Fogão,eletrodomesticos,1012.89,54.4644498431,12/06/2022,Felipe Santos,SP,3,boleto,1,-22.19,-48.79
2062,Assistente virtual,eletronicos,338.83,18.3304549748,13/06/2021,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
2063,Smartwatch,eletronicos,245.97,10.6816015893,25/04/2021,Pedro Gomes,PA,3,cartao_credito,2,-3.79,-52.48
2064,Headset,eletronicos,55.67,0.0,25/09/2022,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
2065,Cubo mágico 8x8,brinquedos,13.02,0.0,10/11/2021,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
2066,Micro-ondas,eletrodomesticos,996.55,53.5943940004,24/01/2021,Thiago Silva,MG,5,cartao_credito,10,-18.1,-44.38
2067,Cômoda,moveis,313.35,16.9680707254,03/01/2020,Pedro Gomes,MG,4,cartao_credito,5,-18.1,-44.38
2068,Cubo mágico 8x8,brinquedos,28.86,2.4765560096,11/01/2022,Camila Ribeiro,RJ,3,cartao_credito,1,-22.25,-42.66
2069,Celular Plus X42,eletronicos,2903.39,159.0768216426,22/10/2021,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
2070,TV Led UHD 4K,eletronicos,3118.73,166.5940946263,14/11/2021,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
2071,Mochila,esporte e lazer,112.3,6.262763065,31/01/2022,Isabella Pereira,BA,5,cartao_credito,5,-13.29,-41.71
2072,Mesa de centro,moveis,172.97,6.7945712028,28/02/2021,Larissa Alves,PE,5,cartao_credito,3,-8.38,-37.86
2073,Fone de ouvido,eletronicos,94.5,2.6162797722,30/01/2022,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
2074,Xadrez de madeira,brinquedos,30.48,8.002582669,09/01/2022,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
2075,Bola de basquete,esporte e lazer,31.79,0.0,30/08/2022,Bruno Rodrigues,PA,1,cartao_credito,2,-3.79,-52.48
2076,Bola de basquete,esporte e lazer,83.78,5.4008807881,26/09/2021,Beatriz Moraes,SP,4,boleto,1,-22.19,-48.79
2077,Copo térmico,esporte e lazer,73.07,1.4751967423,10/12/2020,Mariana Ferreira,SP,3,cartao_credito,3,-22.19,-48.79
2078,Guarda roupas,moveis,658.44,32.6443882131,22/07/2021,Bianca Santos,GO,1,cartao_credito,4,-15.98,-49.86
2079,Bola de basquete,esporte e lazer,84.23,2.0694331685,14/10/2020,Bianca Santos,RS,4,cartao_credito,1,-30.17,-53.5
2080,Fogão,eletrodomesticos,588.25,31.8536473317,06/05/2021,João Souza,SP,5,cartao_credito,3,-22.19,-48.79
2081,Bicicleta,esporte e lazer,730.84,39.198157247,17/09/2020,Thiago Silva,MG,2,cartao_credito,1,-18.1,-44.38
2082,Guarda roupas,moveis,643.62,35.6699440778,25/06/2021,Rafael Costa,PR,1,cartao_credito,2,-24.89,-51.55
2083,Modelagem preditiva,livros,97.35,12.9856042495,25/09/2020,Juliana Costa,MG,4,cartao_credito,1,-18.1,-44.38
2084,Mochila,esporte e lazer,146.24,9.1859553976,28/06/2021,Bianca Santos,PA,1,cartao_credito,3,-3.79,-52.48
2085,Mochila,esporte e lazer,111.93,6.4910402945,10/01/2020,Thiago Silva,RN,5,cartao_credito,1,-5.81,-36.59
2086,Jogo de tabuleiro,brinquedos,204.57,8.4771761372,29/06/2022,Camila Ribeiro,PE,5,cartao_credito,8,-8.38,-37.86
2087,Tablet ABXY,eletronicos,1538.12,82.4313672392,27/10/2022,Felipe Santos,RJ,4,cartao_credito,4,-22.25,-42.66
2088,Modelagem preditiva,livros,67.78,1.1935201568,10/06/2020,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
2089,Impressora,eletronicos,326.2,14.9536077251,28/05/2022,João Souza,PR,1,cartao_credito,1,-24.89,-51.55
2090,Blocos de montar,brinquedos,58.64,4.0108187622,11/01/2020,Bruno Rodrigues,RS,4,cupom,1,-30.17,-53.5
2091,Smart TV,eletronicos,1686.37,87.3785682846,03/01/2022,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
2092,Guarda roupas,moveis,664.51,36.7822737322,26/11/2022,Camila Ribeiro,MT,4,boleto,1,-12.64,-55.42
2093,Geladeira,eletrodomesticos,2916.58,159.7791494618,24/02/2023,Bianca Santos,SC,4,cartao_credito,3,-27.45,-50.95
2094,Micro-ondas,eletrodomesticos,930.94,47.1541934231,01/03/2021,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
2095,Boneca bebê,brinquedos,76.77,1.6722106112,05/05/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
2096,Boneca bebê,brinquedos,79.21,7.3815105271,28/07/2021,Pedro Gomes,MG,3,cartao_credito,1,-18.1,-44.38
2097,Tablet ABXY,eletronicos,1045.43,53.2504414909,10/03/2020,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
2098,Panela de pressão,utilidades domesticas,89.65,7.9374091194,08/01/2020,Lucas Oliveira,MG,1,cartao_credito,8,-18.1,-44.38
2099,Faqueiro,utilidades domesticas,50.64,3.5848428294,30/06/2021,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
2100,Lava louças,eletrodomesticos,1759.61,91.2783779492,06/02/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
2101,TV Led UHD 4K,eletronicos,2789.01,152.9864307438,16/09/2021,Lucas Oliveira,RJ,4,cartao_credito,11,-22.25,-42.66
2102,Iniciando em programação,livros,75.78,1.6194960896,14/09/2020,Rafael Costa,BA,5,cartao_credito,6,-13.29,-41.71
2103,Iniciando em programação,livros,53.62,0.0,14/12/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
2104,Mesa de jantar,moveis,200.58,8.2647206408,04/01/2022,Pedro Gomes,RJ,5,cartao_credito,3,-22.25,-42.66
2105,Fogão,eletrodomesticos,534.02,36.2369680699,27/11/2020,Mariana Ferreira,SP,1,boleto,1,-22.19,-48.79
2106,Sofá retrátil,moveis,819.03,44.4992987021,17/12/2020,Thiago Silva,SP,1,cartao_credito,10,-22.19,-48.79
2107,Pandeiro,instrumentos musicais,68.26,1.2190787128,13/01/2022,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
2108,Modelagem preditiva,livros,95.85,2.6881632109,11/11/2020,Larissa Alves,DF,5,cartao_credito,1,-15.83,-47.86
2109,Cama king,moveis,1282.2,65.8577316912,03/08/2022,Juliana Costa,SC,5,cartao_credito,4,-27.45,-50.95
2110,Mesa de centro,moveis,213.23,8.9382950845,12/03/2023,Pedro Gomes,MT,5,cartao_credito,1,-12.64,-55.42
2111,Bola de basquete,esporte e lazer,32.58,2.0235637984,26/11/2022,Beatriz Moraes,SC,5,cartao_credito,3,-27.45,-50.95
2112,Copo térmico,esporte e lazer,63.32,3.6547254166,19/12/2021,Camila Ribeiro,MG,5,cartao_credito,5,-18.1,-44.38
2113,Copo térmico,esporte e lazer,53.12,3.3595847187,18/11/2020,Felipe Santos,RS,1,cartao_credito,8,-30.17,-53.5
2114,Guarda roupas,moveis,645.96,35.0824388421,24/07/2022,Mariana Ferreira,SP,4,cartao_credito,3,-22.19,-48.79
2115,Corda de pular,esporte e lazer,32.43,0.0,04/01/2023,Camila Ribeiro,MG,1,cartao_credito,2,-18.1,-44.38
2116,Carrinho controle remoto,brinquedos,93.78,8.1573191947,15/05/2022,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
2117,Corda de pular,esporte e lazer,29.25,1.8462513164,14/12/2021,Beatriz Moraes,CE,1,boleto,1,-5.2,-39.53
2118,Smartwatch,eletronicos,282.35,12.6187271436,04/02/2020,Bianca Santos,MS,3,cartao_credito,2,-20.51,-54.54
2119,Celular Plus X42,eletronicos,2600.35,138.9919191226,30/01/2021,Beatriz Moraes,PR,4,cartao_credito,3,-24.89,-51.55
2120,Secadora de roupas,eletrodomesticos,927.62,50.2813895196,18/03/2021,Mariana Ferreira,SP,4,cupom,1,-22.19,-48.79
2121,Mesa de centro,moveis,219.3,12.2081697822,22/12/2022,Lucas Oliveira,BA,3,cartao_credito,4,-13.29,-41.71
2122,Celular Plus X42,eletronicos,2943.88,157.0358795292,26/08/2022,Rafael Costa,GO,1,cartao_credito,3,-15.98,-49.86
2123,Jogo de panelas,utilidades domesticas,293.11,15.8903516155,14/10/2020,Isabella Pereira,MS,5,boleto,1,-20.51,-54.54
2124,Celular Plus X42,eletronicos,2580.24,141.8700563083,23/12/2022,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
2125,Bola de vôlei,esporte e lazer,50.26,0.0,16/02/2023,Felipe Santos,PR,5,cartao_credito,5,-24.89,-51.55
2126,Bateria,instrumentos musicais,991.64,53.4888588971,10/06/2021,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
2127,Guitarra,instrumentos musicais,851.5,42.9242524106,12/05/2020,João Souza,BA,5,cartao_credito,10,-13.29,-41.71
2128,Sofá retrátil,moveis,884.41,50.2559881605,12/01/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
2129,Cadeira de escritório,moveis,340.93,15.7379359113,20/08/2021,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
2130,Geladeira,eletrodomesticos,3314.11,182.7083227059,13/09/2022,Lucas Oliveira,PI,5,cartao_credito,2,-6.6,-42.28
2131,Xadrez de madeira,brinquedos,28.57,4.6850828727,03/08/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
2132,Smartwatch,eletronicos,285.7,12.7971045655,09/02/2021,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
2133,Pandeiro,instrumentos musicais,64.37,10.9830891349,19/11/2022,Larissa Alves,SP,1,cartao_credito,7,-22.19,-48.79
2134,Panela de pressão,utilidades domesticas,90.42,5.0977188889,09/11/2022,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
2135,Cama king,moveis,783.56,39.3066518016,10/07/2022,Bruno Rodrigues,SP,5,cartao_credito,12,-22.19,-48.79
2136,Fone de ouvido,eletronicos,181.19,10.5362375823,26/03/2023,Thiago Silva,RJ,5,cartao_credito,1,-22.25,-42.66
2137,Iniciando em programação,livros,69.23,4.2173937533,20/08/2021,Camila Ribeiro,MG,3,cartao_credito,1,-18.1,-44.38
2138,Dinossauro Rex,brinquedos,22.41,4.3570814044,08/05/2021,Isabella Pereira,SC,5,cartao_credito,1,-27.45,-50.95
2139,Cama king,moveis,568.83,30.9754983803,04/09/2021,Felipe Santos,RJ,4,boleto,1,-22.25,-42.66
2140,Smartwatch,eletronicos,204.81,8.4899554152,18/07/2021,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
2141,Jogo de panelas,utilidades domesticas,158.12,6.0038533776,19/02/2021,Thiago Silva,AL,5,cartao_credito,1,-9.62,-36.82
2142,Modelagem preditiva,livros,83.1,7.5886413244,27/12/2021,Larissa Alves,SP,4,cupom,1,-22.19,-48.79
2143,Cubo mágico 8x8,brinquedos,27.61,13.1161776416,07/07/2022,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
2144,Cadeira de escritório,moveis,458.45,21.9955223637,10/01/2020,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
2145,Micro-ondas,eletrodomesticos,1023.48,54.7803568677,20/06/2022,Juliana Costa,PR,5,boleto,1,-24.89,-51.55
2146,Celular Plus X42,eletronicos,1788.02,95.7377904392,08/01/2023,Isabella Pereira,RS,4,boleto,1,-30.17,-53.5
2147,Violão,instrumentos musicais,493.1,27.6552069027,25/04/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
2148,Sofá retrátil,moveis,982.19,49.8831017424,16/08/2021,Pedro Gomes,AM,3,cartao_credito,6,-3.47,-65.1
2149,Violão,instrumentos musicais,500.85,28.0678710876,18/10/2020,Rafael Costa,SP,5,cartao_debito,1,-22.19,-48.79
2150,Dinossauro Rex,brinquedos,28.17,0.0,09/06/2022,Rafael Costa,SC,5,boleto,1,-27.45,-50.95
2151,Celular Plus X42,eletronicos,2680.46,140.3108701606,12/07/2021,Larissa Alves,ES,4,boleto,1,-19.19,-40.34
2152,Smart TV,eletronicos,2493.77,133.3168547582,06/03/2023,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
2153,Xadrez de madeira,brinquedos,42.2,2.5357998576,10/04/2021,João Souza,RJ,5,cartao_credito,7,-22.25,-42.66
2154,Iniciando em programação,livros,41.11,2.7200883497,06/04/2021,Isabella Pereira,ES,4,cartao_credito,5,-19.19,-40.34
2155,Mesa de centro,moveis,232.23,13.052561009,08/04/2021,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
2156,Jogo de tabuleiro,brinquedos,344.8,19.046574853,13/03/2023,Pedro Gomes,RJ,5,cartao_credito,4,-22.25,-42.66
2157,Tablet ABXY,eletronicos,1269.11,68.1025544943,07/03/2022,Bianca Santos,PB,5,cartao_credito,5,-7.28,-36.72
2158,Geladeira,eletrodomesticos,3025.44,158.6800173215,21/05/2020,Pedro Gomes,PR,1,cartao_credito,5,-24.89,-51.55
2159,Pandeiro,instrumentos musicais,115.92,13.9744008835,29/07/2022,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
2160,Smartwatch,eletronicos,217.94,12.1357538736,09/06/2020,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
2161,Guitarra,instrumentos musicais,972.79,49.3825800214,25/02/2022,Camila Ribeiro,CE,4,cartao_credito,2,-5.2,-39.53
2162,Violão,instrumentos musicais,453.95,25.8242661874,04/06/2022,Rafael Costa,RS,1,boleto,1,-30.17,-53.5
2163,Smartwatch,eletronicos,238.95,13.2544731671,12/07/2020,Pedro Gomes,PB,5,cupom,1,-7.28,-36.72
2164,Kit banquetas,moveis,311.37,17.1106202985,06/03/2023,Felipe Santos,RJ,1,cartao_credito,10,-22.25,-42.66
2165,Impressora,eletronicos,416.25,25.3278765747,30/04/2022,Pedro Gomes,RJ,4,cartao_credito,8,-22.25,-42.66
2166,Micro-ondas,eletrodomesticos,921.2,46.6355677249,09/03/2020,Pedro Gomes,BA,1,cartao_credito,4,-13.29,-41.71
2167,Celular Plus X42,eletronicos,3399.62,181.5506420958,14/10/2020,Pedro Gomes,BA,1,cartao_credito,3,-13.29,-41.71
2168,Impressora,eletronicos,380.13,17.8252179819,25/04/2021,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
2169,Headset,eletronicos,89.13,5.4329165115,16/01/2023,Juliana Costa,RS,5,cupom,1,-30.17,-53.5
2170,Guitarra,instrumentos musicais,1119.05,60.4744611208,05/05/2020,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
2171,Faqueiro,utilidades domesticas,58.15,0.0,27/03/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
2172,Kit banquetas,moveis,408.11,19.3150688068,29/03/2023,Mariana Ferreira,SP,1,cartao_credito,8,-22.19,-48.79
2173,Celular Plus X42,eletronicos,2603.85,139.535594243,29/08/2020,Lucas Oliveira,MT,5,cartao_credito,2,-12.64,-55.42
2174,Secadora de roupas,eletrodomesticos,864.83,43.6340348086,03/12/2021,Camila Ribeiro,DF,4,boleto,1,-15.83,-47.86
2175,Panela de pressão,utilidades domesticas,79.14,1.7984059813,16/01/2021,Larissa Alves,SP,1,cupom,1,-22.19,-48.79
2176,Jogo de panelas,utilidades domesticas,229.11,9.783857311,27/03/2021,Mariana Ferreira,SP,1,cartao_credito,8,-22.19,-48.79
2177,Celular Plus X42,eletronicos,3317.46,177.3317768916,20/01/2020,Lucas Oliveira,GO,5,cartao_credito,5,-15.98,-49.86
2178,Celular ABXY,eletronicos,1185.7,63.4180838445,14/07/2021,João Souza,SP,5,boleto,1,-22.19,-48.79
2179,Fone de ouvido,eletronicos,194.37,10.8807222817,29/07/2021,Lucas Oliveira,CE,3,boleto,1,-5.2,-39.53
2180,Assistente virtual,eletronicos,183.21,10.2864858555,08/12/2021,Bruno Rodrigues,MG,5,cartao_credito,8,-18.1,-44.38
2181,Mesa de jantar,moveis,464.71,27.9082257875,22/08/2020,Juliana Costa,BA,5,cartao_credito,5,-13.29,-41.71
2182,Impressora,eletronicos,413.23,22.8916695123,29/05/2021,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
2183,Celular ABXY,eletronicos,1780.83,95.3549445696,03/02/2022,Bruno Rodrigues,PA,5,boleto,1,-3.79,-52.48
2184,Dinossauro Rex,brinquedos,21.43,0.0,07/02/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
2185,Blocos de montar,brinquedos,50.53,5.8543868081,20/11/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
2186,Faqueiro,utilidades domesticas,59.52,0.0,03/05/2021,Pedro Gomes,MT,3,cartao_credito,5,-12.64,-55.42
2187,Blocos de montar,brinquedos,41.11,0.0,21/04/2022,João Souza,DF,2,boleto,1,-15.83,-47.86
2188,Geladeira,eletrodomesticos,3359.54,179.7738133224,14/08/2022,Beatriz Moraes,RJ,4,cartao_credito,7,-22.25,-42.66
